27.90,631.62,147
27.90,631.80,146
28.00,630.74,147
28.00,630.91,146
28.00,631.09,148
28.00,630.74,144
28.00,630.56,143
26.20,680.68,148
28.00,630.47,144
28.10,630.91,20
28.00,630.29,24
28.00,630.65,33
28.00,631.00,29
28.00,630.65,29
28.00,630.38,33
28.00,630.83,72
28.10,630.65,129
28.00,630.91,133
28.00,630.83,135
28.00,631.53,135
28.10,631.27,132
28.10,631.36,131
28.10,630.21,131
28.10,631.45,131
28.10,630.74,130
28.10,630.91,129
28.10,630.12,129
28.10,630.29,125
28.10,630.83,126
28.10,630.56,123
28.10,631.36,119
28.10,630.12,118
28.10,630.91,114
28.10,629.85,114
28.10,630.38,109
28.10,630.12,112
28.10,630.47,112
28.10,630.12,113
28.10,631.00,115
28.10,631.09,119
28.10,630.56,123
28.10,630.91,122
28.10,630.65,124
28.10,630.56,121
28.10,630.74,122
28.10,630.83,120
28.10,630.74,121
28.10,630.83,119
28.10,630.56,119
28.10,630.74,119
28.10,630.47,116
28.10,630.83,117
28.10,630.91,112
28.10,631.98,108
28.10,631.62,106
28.10,630.03,105
28.00,632.51,119
28.10,632.33,120
28.00,632.60,124
28.10,630.29,124
28.10,630.21,121
28.10,632.51,120
28.10,632.24,119
28.10,632.77,121
28.10,633.04,121
28.10,632.51,122
28.10,632.60,122
28.10,632.51,121
28.10,632.51,123
28.20,630.74,127
28.20,630.38,128
28.20,630.56,127
28.20,630.47,127
28.20,631.00,127
28.10,631.98,127
28.10,632.07,124
28.10,632.42,125
28.10,632.51,124
28.20,632.33,125
28.20,631.89,124
28.20,631.62,123
28.20,632.42,123
28.20,631.71,123
28.20,632.24,122
28.20,632.07,122
28.20,631.89,122
28.20,632.07,122
28.20,632.15,121
28.20,631.53,122
28.20,631.98,122
28.30,632.60,123
28.30,632.07,123
28.30,632.24,123
28.30,631.80,124
28.30,631.80,124
28.30,631.89,124
28.30,632.60,124
28.30,631.98,122
28.30,632.24,125
28.30,632.07,126
28.30,632.24,124
28.30,631.80,126
28.40,632.33,128
28.40,633.13,131
28.40,631.98,132
28.40,631.62,132
28.40,630.74,133
28.50,629.94,135
28.50,630.65,137
28.50,630.38,112
28.50,630.65,110
28.50,630.47,111
28.50,630.29,112
28.50,630.56,111
28.50,630.56,110
28.50,630.56,110
28.50,630.21,107
28.50,629.68,111
