Latitude,longitude, GPSalt, BARalt, distlidar, fin
9.8737697601,-83.6647796631,672.5999755859,680.50,1246,12.00
9.8737697601,-83.6647796631,672.5999755859,679.17,1221,12.00
9.8737697601,-83.6647796631,672.5999755859,680.15,1225,12.00
9.8737697601,-83.6647796631,672.5999755859,679.43,1208,12.00
9.8737697601,-83.6647796631,672.5999755859,680.32,1,12.00
9.8737697601,-83.6647796631,672.5999755859,679.43,1231,12.00
9.8737668991,-83.6647796631,672.5999755859,680.23,1230,12.00
9.8737668991,-83.6647796631,672.5999755859,679.17,1231,12.00
9.8737668991,-83.6647796631,672.5999755859,680.23,1207,12.00
9.8737668991,-83.6647796631,672.5999755859,679.79,1187,12.00
9.8737668991,-83.6647796631,672.5999755859,679.79,1205,12.00
9.8737668991,-83.6647796631,672.5999755859,679.79,1217,12.00
9.8737668991,-83.6647796631,672.5999755859,680.15,1,12.00
9.8737668991,-83.6647796631,672.5999755859,679.43,1244,12.00
9.8737668991,-83.6647796631,672.5999755859,680.32,1242,12.00
9.8737668991,-83.6647796631,672.5999755859,680.15,1237,12.00
9.8737668991,-83.6647796631,672.5999755859,680.23,1221,12.00
9.8737668991,-83.6647796631,672.5999755859,679.79,1208,12.00
9.8737668991,-83.6647796631,672.5999755859,679.43,1239,12.00
9.8737668991,-83.6647796631,672.5999755859,679.88,1224,12.00
9.8737668991,-83.6647796631,672.5999755859,680.06,1,12.00
9.8737668991,-83.6647796631,672.5999755859,680.32,1232,12.00
9.8737659454,-83.6647796631,672.2999877930,679.97,1220,12.00
9.8737659454,-83.6647796631,672.2999877930,679.88,1218,12.00
9.8737659454,-83.6647796631,672.2999877930,679.97,1226,12.00
9.8737659454,-83.6647796631,672.2999877930,679.79,1206,12.00
9.8737659454,-83.6647796631,672.2999877930,679.97,1232,12.00
9.8737659454,-83.6647796631,672.2999877930,680.06,1235,12.00
9.8737659454,-83.6647796631,672.2999877930,680.32,1268,12.00
9.8737659454,-83.6647796631,672.2999877930,679.88,1271,12.00
9.8737659454,-83.6647796631,672.2999877930,680.23,1265,12.00
9.8737659454,-83.6647796631,672.2999877930,679.43,1274,12.00
9.8737659454,-83.6647796631,672.2999877930,680.23,1263,12.00
9.8737659454,-83.6647796631,672.2999877930,680.15,1239,12.00
9.8737659454,-83.6647796631,672.2999877930,680.06,1216,12.00
9.8737659454,-83.6647796631,672.2999877930,679.61,1253,12.00
9.8737659454,-83.6647796631,672.2999877930,680.59,1276,12.00
9.8737659454,-83.6647796631,672.2999877930,679.79,1290,12.00
9.8737640381,-83.6647796631,672.2999877930,679.35,1283,12.00
9.8737640381,-83.6647796631,672.2999877930,679.97,1274,12.00
9.8737640381,-83.6647796631,672.2999877930,678.90,1275,12.00
9.8737640381,-83.6647796631,672.2999877930,680.06,1266,12.00
9.8737640381,-83.6647796631,672.2999877930,679.17,1249,12.00
9.8737640381,-83.6647796631,672.2999877930,680.50,1263,12.00
9.8737640381,-83.6647796631,672.2999877930,679.17,1275,12.00
9.8737640381,-83.6647796631,672.2999877930,679.70,1281,12.00
9.8737640381,-83.6647796631,672.2999877930,679.08,1,12.00
9.8737640381,-83.6647796631,672.2999877930,679.08,1263,12.00
9.8737640381,-83.6647796631,672.2999877930,679.17,1259,12.00
9.8737640381,-83.6647796631,672.2999877930,679.61,1268,12.00
9.8737640381,-83.6647796631,672.2999877930,680.06,1247,12.00
9.8737640381,-83.6647796631,672.2999877930,679.70,1253,12.00
9.8737640381,-83.6647796631,672.2999877930,679.43,1251,12.00
9.8737640381,-83.6647796631,672.2999877930,679.26,1248,12.00
9.8737640381,-83.6647796631,672.2000122070,679.17,1241,12.00
9.8737640381,-83.6647796631,672.2000122070,679.97,1277,12.00
9.8737640381,-83.6647796631,672.2000122070,679.79,1276,12.00
9.8737640381,-83.6647796631,672.2000122070,679.70,1266,12.00
9.8737640381,-83.6647796631,672.2000122070,679.52,1289,12.00
9.8737640381,-83.6647796631,672.2000122070,679.79,1278,12.00
9.8737640381,-83.6647796631,672.2000122070,679.17,1254,12.00
9.8737640381,-83.6647796631,672.2000122070,679.17,1252,12.00
9.8737640381,-83.6647796631,672.2000122070,679.70,1238,12.00
9.8737640381,-83.6647796631,672.2000122070,678.72,1236,12.00
9.8737640381,-83.6647796631,672.2000122070,679.61,1255,12.00
9.8737640381,-83.6647796631,672.2000122070,678.99,1247,12.00
9.8737640381,-83.6647796631,672.2000122070,680.41,1267,12.00
9.8737640381,-83.6647796631,672.2000122070,679.70,1233,12.00
9.8737640381,-83.6647796631,672.2000122070,680.06,1231,12.00
9.8737640381,-83.6647796631,672.2000122070,679.08,1235,12.00
9.8737630844,-83.6647796631,672.9000244141,680.15,1220,12.00
9.8737630844,-83.6647796631,672.9000244141,679.61,1224,12.00
9.8737630844,-83.6647796631,672.9000244141,680.77,1237,12.00
9.8737630844,-83.6647796631,672.9000244141,680.50,1227,12.00
9.8737630844,-83.6647796631,672.9000244141,681.75,1248,12.00
9.8737630844,-83.6647796631,672.9000244141,681.92,1265,12.00
9.8737630844,-83.6647796631,672.9000244141,682.10,1262,12.00
9.8737630844,-83.6647796631,672.9000244141,681.04,1279,12.00
9.8737630844,-83.6647796631,672.9000244141,681.48,1290,12.00
9.8737630844,-83.6647796631,672.9000244141,681.92,1299,12.00
9.8737630844,-83.6647796631,672.9000244141,682.19,1305,12.00
9.8737630844,-83.6647796631,672.9000244141,682.64,1318,12.00
9.8737630844,-83.6647796631,672.9000244141,682.46,1334,12.00
9.8737630844,-83.6647796631,672.9000244141,683.08,1389,12.00
9.8737630844,-83.6647796631,672.9000244141,683.61,1372,12.00
9.8737630844,-83.6647796631,672.9000244141,683.26,1407,12.00
9.8737640381,-83.6647796631,673.9000244141,682.55,1484,12.00
9.8737640381,-83.6647796631,673.9000244141,683.26,1448,12.00
9.8737640381,-83.6647796631,673.9000244141,682.28,1512,12.00
9.8737640381,-83.6647796631,673.9000244141,683.26,1,12.00
9.8737640381,-83.6647796631,673.9000244141,682.99,1,12.00
9.8737640381,-83.6647796631,673.9000244141,683.88,1,12.00
9.8737640381,-83.6647796631,673.9000244141,683.44,1,12.00
9.8737640381,-83.6647796631,673.9000244141,683.88,1,12.00
9.8737640381,-83.6647796631,673.9000244141,683.08,1673,12.00
9.8737640381,-83.6647796631,673.9000244141,684.95,1,12.00
9.8737640381,-83.6647796631,673.9000244141,684.95,1735,12.00
9.8737640381,-83.6647796631,673.9000244141,685.04,1779,12.00
9.8737640381,-83.6647796631,673.9000244141,685.57,1,12.00
9.8737640381,-83.6647796631,673.9000244141,685.13,1,12.00
9.8737640381,-83.6647796631,673.9000244141,686.11,1,12.00
9.8737640381,-83.6647796631,673.9000244141,685.66,1935,12.00
9.8737630844,-83.6647796631,675.7000122070,686.19,1,12.00
9.8737630844,-83.6647796631,675.7000122070,687.26,1,12.00
9.8737630844,-83.6647796631,675.7000122070,687.35,1,12.00
9.8737630844,-83.6647796631,675.7000122070,688.42,1,12.00
9.8737630844,-83.6647796631,675.7000122070,687.62,1,12.00
9.8737630844,-83.6647796631,675.7000122070,688.86,1,12.00
9.8737630844,-83.6647796631,675.7000122070,687.97,1,12.00
9.8737630844,-83.6647796631,675.7000122070,688.95,1,12.00
9.8737630844,-83.6647796631,675.7000122070,688.86,1,12.00
9.8737630844,-83.6647796631,675.7000122070,690.02,2042,12.00
9.8737630844,-83.6647796631,675.7000122070,689.40,1,12.00
9.8737630844,-83.6647796631,675.7000122070,690.73,1,12.00
9.8737630844,-83.6647796631,675.7000122070,689.93,1,12.00
9.8737630844,-83.6647796631,675.7000122070,690.64,2113,12.00
9.8737630844,-83.6647796631,675.7000122070,690.82,2190,12.00
9.8737630844,-83.6647796631,675.7000122070,691.18,1,12.00
9.8737602234,-83.6647796631,679.2000122070,691.27,1,12.00
9.8737602234,-83.6647796631,679.2000122070,691.80,2286,12.00
9.8737602234,-83.6647796631,679.2000122070,691.36,2317,12.00
9.8737602234,-83.6647796631,679.2000122070,692.51,1,12.00
9.8737602234,-83.6647796631,679.2000122070,692.33,1,12.00
9.8737602234,-83.6647796631,679.2000122070,692.96,1,12.00
9.8737602234,-83.6647796631,679.2000122070,693.05,1,12.00
9.8737602234,-83.6647796631,679.2000122070,693.05,1,12.00
9.8737602234,-83.6647796631,679.2000122070,693.49,1,12.00
9.8737602234,-83.6647796631,679.2000122070,694.29,1,12.00
9.8737602234,-83.6647796631,679.2000122070,693.85,1,12.00
9.8737602234,-83.6647796631,679.2000122070,694.12,2559,12.00
9.8737602234,-83.6647796631,679.2000122070,694.65,1,12.00
9.8737602234,-83.6647796631,679.2000122070,693.76,1,12.00
9.8737602234,-83.6647796631,679.2000122070,694.29,1,12.00
9.8737602234,-83.6647796631,679.2000122070,694.12,1,12.00
9.8737583160,-83.6647796631,683.9000244141,694.65,1,12.00
9.8737583160,-83.6647796631,683.9000244141,695.18,1,12.00
9.8737583160,-83.6647796631,683.9000244141,694.56,1,12.00
9.8737583160,-83.6647796631,683.9000244141,693.85,2705,12.00
9.8737583160,-83.6647796631,683.9000244141,695.01,1,12.00
9.8737583160,-83.6647796631,683.9000244141,694.56,1,12.00
9.8737583160,-83.6647796631,683.9000244141,695.63,1,12.00
9.8737583160,-83.6647796631,683.9000244141,695.36,2767,12.00
9.8737583160,-83.6647796631,683.9000244141,695.54,1,12.00
9.8737583160,-83.6647796631,683.9000244141,695.45,1,12.00
9.8737583160,-83.6647796631,683.9000244141,695.45,1,12.00
9.8737583160,-83.6647796631,683.9000244141,696.25,1,12.00
9.8737583160,-83.6647796631,683.9000244141,695.45,1,12.00
9.8737583160,-83.6647796631,683.9000244141,695.72,1,12.00
9.8737583160,-83.6647796631,683.9000244141,694.83,1,12.00
9.8737583160,-83.6647796631,683.9000244141,696.16,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.54,1,12.00
9.8737554550,-83.6647796631,684.2999877930,696.07,1,12.00
9.8737554550,-83.6647796631,684.2999877930,696.34,1,12.00
9.8737554550,-83.6647796631,684.2999877930,696.34,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.18,1,12.00
9.8737554550,-83.6647796631,684.2999877930,696.43,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.54,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.99,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.99,1,12.00
9.8737554550,-83.6647796631,684.2999877930,696.52,1,12.00
9.8737554550,-83.6647796631,684.2999877930,696.07,1,12.00
9.8737554550,-83.6647796631,684.2999877930,694.65,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.81,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.01,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.99,1,12.00
9.8737554550,-83.6647796631,684.2999877930,695.01,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.63,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.72,1,12.00
9.8737554550,-83.6647796631,685.0000000000,694.65,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.99,1,12.00
9.8737554550,-83.6647796631,685.0000000000,696.34,1,12.00
9.8737554550,-83.6647796631,685.0000000000,696.25,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.99,1,12.00
9.8737554550,-83.6647796631,685.0000000000,696.61,1,12.00
9.8737554550,-83.6647796631,685.0000000000,694.83,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.90,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.09,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.90,1,12.00
9.8737554550,-83.6647796631,685.0000000000,696.07,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.36,1,12.00
9.8737554550,-83.6647796631,685.0000000000,695.90,1,12.00
9.8737554550,-83.6647796631,685.0000000000,696.52,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.54,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.63,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.81,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.81,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.36,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.81,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.54,1,12.00
9.8737554550,-83.6647796631,685.2999877930,696.52,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.45,1,12.00
9.8737554550,-83.6647796631,685.2999877930,696.70,1,12.00
9.8737554550,-83.6647796631,685.2999877930,696.34,1,12.00
9.8737554550,-83.6647796631,685.2999877930,694.92,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.36,1,12.00
9.8737554550,-83.6647796631,685.2999877930,695.18,1,12.00
9.8737554550,-83.6647796631,685.2999877930,696.61,3147,12.00
9.8737583160,-83.6647796631,684.7999877930,696.88,1,12.00
9.8737583160,-83.6647796631,684.7999877930,696.79,1,12.00
9.8737583160,-83.6647796631,684.7999877930,696.61,1,12.00
9.8737583160,-83.6647796631,684.7999877930,697.23,1,12.00
9.8737583160,-83.6647796631,684.7999877930,696.70,3202,12.00
9.8737583160,-83.6647796631,684.7999877930,696.34,1,12.00
9.8737583160,-83.6647796631,684.7999877930,696.96,1,12.00
9.8737583160,-83.6647796631,684.7999877930,696.70,1,12.00
9.8737583160,-83.6647796631,684.7999877930,695.90,1,12.00
9.8737583160,-83.6647796631,684.7999877930,695.90,1,12.00
9.8737583160,-83.6647796631,684.7999877930,695.54,1,12.00
9.8737583160,-83.6647796631,684.7999877930,694.92,1,12.00
9.8737583160,-83.6647796631,684.7999877930,696.25,1,12.00
9.8737583160,-83.6647796631,684.7999877930,695.01,1,12.00
9.8737583160,-83.6647796631,684.7999877930,695.90,1,12.00
9.8737583160,-83.6647796631,684.7999877930,695.90,1,12.00
9.8737707138,-83.6647644043,684.4000244141,695.54,1,12.00
9.8737707138,-83.6647644043,684.4000244141,695.01,1,12.00
9.8737707138,-83.6647644043,684.4000244141,694.74,1,12.00
9.8737707138,-83.6647644043,684.4000244141,695.36,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.16,1,12.00
9.8737707138,-83.6647644043,684.4000244141,695.27,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.16,1,12.00
9.8737707138,-83.6647644043,684.4000244141,695.81,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.16,1,12.00
9.8737707138,-83.6647644043,684.4000244141,695.27,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.70,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.79,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.07,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.34,1,12.00
9.8737707138,-83.6647644043,684.4000244141,695.27,1,12.00
9.8737707138,-83.6647644043,684.4000244141,696.34,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.72,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.81,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.99,1,12.00
9.8738040924,-83.6647262573,684.4000244141,696.43,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.18,1,12.00
9.8738040924,-83.6647262573,684.4000244141,696.52,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.81,1,12.00
9.8738040924,-83.6647262573,684.4000244141,696.25,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.45,1,12.00
9.8738040924,-83.6647262573,684.4000244141,696.61,1,12.00
9.8738040924,-83.6647262573,684.4000244141,696.61,1,12.00
9.8738040924,-83.6647262573,684.4000244141,696.61,1,12.00
9.8738040924,-83.6647262573,684.4000244141,696.34,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.99,3171,12.00
9.8738040924,-83.6647262573,684.4000244141,696.16,1,12.00
9.8738040924,-83.6647262573,684.4000244141,695.72,1,12.00
9.8738594055,-83.6646957397,683.9000244141,696.52,1,12.00
9.8738594055,-83.6646957397,683.9000244141,695.72,1,12.00
9.8738594055,-83.6646957397,683.9000244141,696.25,1,12.00
9.8738594055,-83.6646957397,683.9000244141,695.27,1,12.00
9.8738594055,-83.6646957397,683.9000244141,696.43,1,12.00
9.8738594055,-83.6646957397,683.9000244141,695.45,1,12.00
9.8738594055,-83.6646957397,683.9000244141,696.96,1,12.00
9.8738594055,-83.6646957397,683.9000244141,695.72,1,12.00
9.8738594055,-83.6646957397,683.9000244141,696.25,1,12.00
9.8738594055,-83.6646957397,683.9000244141,696.34,1,12.00
9.8738594055,-83.6646957397,683.9000244141,697.14,1,12.00
9.8738594055,-83.6646957397,683.9000244141,697.23,1,12.00
9.8738594055,-83.6646957397,683.9000244141,697.41,1,12.00
9.8738594055,-83.6646957397,683.9000244141,697.32,1,12.00
9.8738594055,-83.6646957397,683.9000244141,698.03,1,12.00
9.8738594055,-83.6646957397,683.9000244141,697.23,1,12.00
9.8739299774,-83.6646652222,683.9000244141,696.34,1,12.00
9.8739299774,-83.6646652222,683.9000244141,695.81,1,12.00
9.8739299774,-83.6646652222,683.9000244141,693.05,1,12.00
9.8739299774,-83.6646652222,683.9000244141,690.55,1,12.00
9.8739299774,-83.6646652222,683.9000244141,690.55,1,12.00
9.8739299774,-83.6646652222,683.9000244141,693.23,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.98,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.80,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.27,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.98,1,12.00
9.8739299774,-83.6646652222,683.9000244141,692.16,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.62,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.89,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.53,1,12.00
9.8739299774,-83.6646652222,683.9000244141,692.16,1,12.00
9.8739299774,-83.6646652222,683.9000244141,691.98,1,12.00
9.8739967346,-83.6646347046,684.0000000000,692.16,1,12.00
9.8739967346,-83.6646347046,684.0000000000,691.53,1,12.00
9.8739967346,-83.6646347046,684.0000000000,692.25,1,12.00
9.8739967346,-83.6646347046,684.0000000000,692.07,1,12.00
9.8739967346,-83.6646347046,684.0000000000,692.60,1,12.00
9.8739967346,-83.6646347046,684.0000000000,692.16,1,12.00
9.8739967346,-83.6646347046,684.0000000000,692.87,1,12.00
9.8739967346,-83.6646347046,684.0000000000,692.60,1,12.00
9.8739967346,-83.6646347046,684.0000000000,693.40,1,12.00
9.8739967346,-83.6646347046,684.0000000000,693.05,1,12.00
9.8739967346,-83.6646347046,684.0000000000,694.03,1,12.00
9.8739967346,-83.6646347046,684.0000000000,694.56,1,12.00
9.8739967346,-83.6646347046,684.0000000000,695.09,1,12.00
9.8739967346,-83.6646347046,684.0000000000,695.36,1,12.00
9.8739967346,-83.6646347046,684.0000000000,694.56,1,12.00
9.8739967346,-83.6646347046,684.0000000000,694.92,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.74,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.56,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.38,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.65,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.56,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.65,1,12.00
9.8740282059,-83.6646194458,683.5999755859,695.01,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.12,1,12.00
9.8740282059,-83.6646194458,683.5999755859,695.09,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.47,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.47,1,12.00
9.8740282059,-83.6646194458,683.5999755859,695.01,1,12.00
9.8740282059,-83.6646194458,683.5999755859,693.58,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.83,1,12.00
9.8740282059,-83.6646194458,683.5999755859,694.12,1,12.00
9.8740282059,-83.6646194458,683.5999755859,695.01,1,12.00
9.8740596771,-83.6645812988,683.9000244141,694.74,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.18,1,12.00
9.8740596771,-83.6645812988,683.9000244141,694.74,3119,12.00
9.8740596771,-83.6645812988,683.9000244141,695.54,1,12.00
9.8740596771,-83.6645812988,683.9000244141,694.29,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.54,1,12.00
9.8740596771,-83.6645812988,683.9000244141,694.92,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.54,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.01,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.45,1,12.00
9.8740596771,-83.6645812988,683.9000244141,694.92,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.27,1,12.00
9.8740596771,-83.6645812988,683.9000244141,694.65,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.45,1,12.00
9.8740596771,-83.6645812988,683.9000244141,694.56,1,12.00
9.8740596771,-83.6645812988,683.9000244141,695.54,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.27,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.54,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.09,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.63,1,12.00
9.8741111755,-83.6645660400,683.2999877930,694.83,1,12.00
9.8741111755,-83.6645660400,683.2999877930,694.83,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.27,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.45,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.36,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.09,1,12.00
9.8741111755,-83.6645660400,683.2999877930,694.92,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.81,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.36,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.18,1,12.00
9.8741111755,-83.6645660400,683.2999877930,696.25,1,12.00
9.8741111755,-83.6645660400,683.2999877930,695.01,1,12.00
9.8741712570,-83.6645355225,683.2000122070,695.90,1,12.00
9.8741712570,-83.6645355225,683.2000122070,694.92,1,12.00
9.8741712570,-83.6645355225,683.2000122070,695.18,1,12.00
9.8741712570,-83.6645355225,683.2000122070,693.94,1,12.00
9.8741712570,-83.6645355225,683.2000122070,691.80,1,12.00
9.8741712570,-83.6645355225,683.2000122070,691.53,1,12.00
9.8741712570,-83.6645355225,683.2000122070,692.42,1,12.00
9.8741712570,-83.6645355225,683.2000122070,692.16,1,12.00
9.8741712570,-83.6645355225,683.2000122070,692.07,1,12.00
9.8741712570,-83.6645355225,683.2000122070,690.64,1,12.00
9.8741712570,-83.6645355225,683.2000122070,691.89,1,12.00
9.8741712570,-83.6645355225,683.2000122070,691.98,1,12.00
9.8741712570,-83.6645355225,683.2000122070,691.53,1,12.00
9.8741712570,-83.6645355225,683.2000122070,692.25,1,12.00
9.8741712570,-83.6645355225,683.2000122070,691.00,1,12.00
9.8741712570,-83.6645355225,683.2000122070,691.98,1,12.00
9.8742265701,-83.6645050049,683.2999877930,691.09,1,12.00
9.8742265701,-83.6645050049,683.2999877930,692.16,1,12.00
9.8742265701,-83.6645050049,683.2999877930,691.18,1,12.00
9.8742265701,-83.6645050049,683.2999877930,692.33,1,12.00
9.8742265701,-83.6645050049,683.2999877930,692.51,1,12.00
9.8742265701,-83.6645050049,683.2999877930,692.78,1,12.00
9.8742265701,-83.6645050049,683.2999877930,693.58,1,12.00
9.8742265701,-83.6645050049,683.2999877930,694.56,1,12.00
9.8742265701,-83.6645050049,683.2999877930,693.76,1,12.00
9.8742265701,-83.6645050049,683.2999877930,694.74,1,12.00
9.8742265701,-83.6645050049,683.2999877930,694.47,1,12.00
9.8742265701,-83.6645050049,683.2999877930,694.38,1,12.00
9.8742265701,-83.6645050049,683.2999877930,693.14,1,12.00
9.8742265701,-83.6645050049,683.2999877930,693.31,1,12.00
9.8742265701,-83.6645050049,683.2999877930,692.69,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.49,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.31,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.23,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.31,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.40,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.31,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.58,1,12.00
9.8742475510,-83.6644821167,683.2000122070,692.87,1,12.00
9.8742475510,-83.6644821167,683.2000122070,693.05,1,12.00
9.8742475510,-83.6644821167,683.2000122070,692.69,1,12.00
9.8742475510,-83.6644821167,683.2000122070,692.78,1,12.00
9.8742475510,-83.6644821167,683.2000122070,692.42,1,12.00
9.8742475510,-83.6644821167,683.2000122070,691.71,1,12.00
9.8742475510,-83.6644821167,683.2000122070,691.89,1,12.00
9.8742475510,-83.6644821167,683.2000122070,691.62,1,12.00
9.8742475510,-83.6644821167,683.2000122070,692.87,1,12.00
9.8742475510,-83.6644668579,683.4000244141,692.51,1,12.00
9.8742475510,-83.6644668579,683.4000244141,692.25,1,12.00
9.8742475510,-83.6644668579,683.4000244141,692.42,1,12.00
9.8742475510,-83.6644668579,683.4000244141,694.65,1,12.00
9.8742475510,-83.6644668579,683.4000244141,694.03,1,12.00
9.8742475510,-83.6644668579,683.4000244141,693.85,1,12.00
9.8742475510,-83.6644668579,683.4000244141,693.76,1,12.00
9.8742475510,-83.6644668579,683.4000244141,694.38,1,12.00
9.8742475510,-83.6644668579,683.4000244141,692.33,1,12.00
9.8742475510,-83.6644668579,683.4000244141,692.07,1,12.00
9.8742475510,-83.6644668579,683.4000244141,691.27,1,12.00
9.8742475510,-83.6644668579,683.4000244141,692.07,1,12.00
9.8742475510,-83.6644668579,683.4000244141,691.18,1,12.00
9.8742475510,-83.6644668579,683.4000244141,691.89,1,12.00
9.8742475510,-83.6644668579,683.4000244141,691.18,1,12.00
9.8742475510,-83.6644668579,683.4000244141,691.53,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.16,1,12.00
9.8742475510,-83.6644668579,683.0000000000,691.71,1,12.00
9.8742475510,-83.6644668579,683.0000000000,691.53,1,12.00
9.8742475510,-83.6644668579,683.0000000000,693.05,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.87,1,12.00
9.8742475510,-83.6644668579,683.0000000000,693.76,1,12.00
9.8742475510,-83.6644668579,683.0000000000,694.03,1,12.00
9.8742475510,-83.6644668579,683.0000000000,693.67,1,12.00
9.8742475510,-83.6644668579,683.0000000000,693.14,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.96,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.51,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.78,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.33,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.42,1,12.00
9.8742475510,-83.6644668579,683.0000000000,693.40,1,12.00
9.8742475510,-83.6644668579,683.0000000000,692.42,1,12.00
9.8742475510,-83.6644668579,682.9000244141,692.51,1,12.00
9.8742475510,-83.6644668579,682.9000244141,691.71,1,12.00
9.8742475510,-83.6644668579,682.9000244141,693.23,1,12.00
9.8742475510,-83.6644668579,682.9000244141,692.96,1,12.00
9.8742475510,-83.6644668579,682.9000244141,692.33,1,12.00
9.8742475510,-83.6644668579,682.9000244141,692.07,1,12.00
9.8742475510,-83.6644668579,682.9000244141,691.27,1,12.00
9.8742475510,-83.6644668579,682.9000244141,691.53,1,12.00
9.8742475510,-83.6644668579,682.9000244141,691.44,1,12.00
9.8742475510,-83.6644668579,682.9000244141,690.64,1,12.00
9.8742475510,-83.6644668579,682.9000244141,690.29,1,12.00
9.8742475510,-83.6644668579,682.9000244141,690.20,1,12.00
9.8742475510,-83.6644668579,682.9000244141,690.64,1,12.00
