0.0000000000,0.0000000000,0.0000000000,672.59,79,0.00
0.0000000000,0.0000000000,0.0000000000,673.03,81,0.00
0.0000000000,0.0000000000,0.0000000000,672.41,81,0.00
0.0000000000,0.0000000000,0.0000000000,673.03,80,0.00
0.0000000000,0.0000000000,0.0000000000,672.59,79,0.00
0.0000000000,0.0000000000,0.0000000000,673.12,77,0.00
0.0000000000,0.0000000000,0.0000000000,672.59,79,0.00
0.0000000000,0.0000000000,0.0000000000,673.03,82,0.00
0.0000000000,0.0000000000,0.0000000000,672.77,81,0.00
0.0000000000,0.0000000000,0.0000000000,672.86,81,0.00
0.0000000000,0.0000000000,0.0000000000,672.77,76,0.00
0.0000000000,0.0000000000,0.0000000000,672.86,76,0.00
0.0000000000,0.0000000000,0.0000000000,672.32,76,0.00
0.0000000000,0.0000000000,0.0000000000,673.03,77,0.00
0.0000000000,0.0000000000,0.0000000000,672.95,76,0.00
0.0000000000,0.0000000000,0.0000000000,673.30,80,0.00
0.0000000000,0.0000000000,0.0000000000,672.50,77,0.00
0.0000000000,0.0000000000,0.0000000000,673.30,78,0.00
0.0000000000,0.0000000000,0.0000000000,672.77,73,0.00
0.0000000000,0.0000000000,0.0000000000,672.32,75,0.00
0.0000000000,0.0000000000,0.0000000000,672.41,73,0.00
0.0000000000,0.0000000000,0.0000000000,672.41,73,0.00
0.0000000000,0.0000000000,0.0000000000,672.86,75,0.00
0.0000000000,0.0000000000,0.0000000000,672.59,74,0.00
0.0000000000,0.0000000000,0.0000000000,673.03,76,0.00
0.0000000000,0.0000000000,0.0000000000,672.41,75,0.00
0.0000000000,0.0000000000,0.0000000000,672.50,70,0.00
0.0000000000,0.0000000000,0.0000000000,672.86,74,0.00
0.0000000000,0.0000000000,0.0000000000,672.59,78,0.00
0.0000000000,0.0000000000,0.0000000000,672.59,78,0.00
0.0000000000,0.0000000000,0.0000000000,673.03,77,0.00
0.0000000000,0.0000000000,0.0000000000,672.77,73,0.00
0.0000000000,0.0000000000,0.0000000000,672.24,77,0.00
0.0000000000,0.0000000000,0.0000000000,672.41,78,0.00
0.0000000000,0.0000000000,0.0000000000,672.77,74,0.00
0.0000000000,0.0000000000,0.0000000000,672.32,78,0.00
0.0000000000,0.0000000000,0.0000000000,672.32,79,0.00
0.0000000000,0.0000000000,0.0000000000,673.03,72,0.00
0.0000000000,0.0000000000,0.0000000000,672.41,72,0.00
0.0000000000,0.0000000000,0.0000000000,672.68,72,0.00
0.0000000000,0.0000000000,0.0000000000,672.32,75,0.00
0.0000000000,0.0000000000,0.0000000000,672.32,74,0.00
0.0000000000,0.0000000000,0.0000000000,672.32,76,0.00
0.0000000000,0.0000000000,0.0000000000,672.86,78,0.00
