0.0000000000,0.0000000000,0.0000000000,672.32,91,0.00
9.8737621307,-83.6649093628,679.9000244141,671.88,85,12.00
9.8737621307,-83.6649093628,679.9000244141,671.97,81,12.00
9.8737621307,-83.6649093628,679.9000244141,671.70,75,12.00
9.8737621307,-83.6649093628,679.9000244141,671.35,75,12.00
9.8737621307,-83.6649093628,679.9000244141,671.70,81,12.00
9.8737621307,-83.6649093628,679.9000244141,671.61,81,12.00
9.8737621307,-83.6649093628,679.9000244141,671.88,77,12.00
9.8737621307,-83.6649093628,679.9000244141,671.44,86,12.00
9.8737621307,-83.6649093628,679.9000244141,671.70,79,12.00
9.8737621307,-83.6649093628,679.9000244141,671.61,73,12.00
9.8737621307,-83.6649093628,679.9000244141,671.61,79,12.00
9.8737621307,-83.6649093628,679.9000244141,672.41,82,12.00
9.8737621307,-83.6649093628,679.9000244141,672.24,71,12.00
9.8737621307,-83.6649093628,679.9000244141,671.88,72,12.00
9.8737621307,-83.6649093628,679.9000244141,672.24,59,12.00
9.8737621307,-83.6649093628,679.9000244141,671.79,57,12.00
9.8737621307,-83.6649093628,679.9000244141,671.52,56,12.00
9.8737611771,-83.6649093628,678.7000122070,672.06,63,12.00
9.8737611771,-83.6649093628,678.7000122070,671.70,62,12.00
9.8737611771,-83.6649093628,678.7000122070,671.97,65,12.00
9.8737611771,-83.6649093628,678.7000122070,671.88,1,12.00
9.8737611771,-83.6649093628,678.7000122070,671.97,38,12.00
9.8737611771,-83.6649093628,678.7000122070,671.97,28,12.00
9.8737611771,-83.6649093628,678.7000122070,672.06,38,12.00
9.8737611771,-83.6649093628,678.7000122070,672.32,28,12.00
9.8737611771,-83.6649093628,678.7000122070,673.21,24,12.00
9.8737611771,-83.6649093628,678.7000122070,673.21,30,12.00
9.8737611771,-83.6649093628,678.7000122070,673.30,32,12.00
9.8737611771,-83.6649093628,678.7000122070,672.68,18,12.00
9.8737611771,-83.6649093628,678.7000122070,672.15,15,12.00
9.8737611771,-83.6649093628,678.7000122070,672.24,14,12.00
9.8737611771,-83.6649093628,678.7000122070,672.32,13,12.00
9.8737611771,-83.6649093628,678.7000122070,672.32,13,12.00
9.8737611771,-83.6649093628,678.7000122070,672.06,12,12.00
9.8737630844,-83.6649246216,677.7000122070,672.50,7,12.00
9.8737630844,-83.6649246216,677.7000122070,672.06,5,12.00
9.8737630844,-83.6649246216,677.7000122070,672.24,7,12.00
9.8737630844,-83.6649246216,677.7000122070,672.06,5,12.00
9.8737630844,-83.6649246216,677.7000122070,672.15,13,12.00
9.8737630844,-83.6649246216,677.7000122070,671.97,9,12.00
9.8737630844,-83.6649246216,677.7000122070,672.06,12,12.00
9.8737630844,-83.6649246216,677.7000122070,672.15,5,12.00
9.8737630844,-83.6649246216,677.7000122070,671.97,15,12.00
9.8737630844,-83.6649246216,677.7000122070,672.06,28,12.00
9.8737630844,-83.6649246216,677.7000122070,672.41,27,12.00
9.8737630844,-83.6649246216,677.7000122070,672.15,29,12.00
9.8737630844,-83.6649246216,677.7000122070,672.24,30,12.00
9.8737630844,-83.6649246216,677.7000122070,672.32,37,12.00
9.8737630844,-83.6649246216,677.7000122070,672.41,12,12.00
9.8737630844,-83.6649246216,677.7000122070,672.95,13,12.00
9.8737630844,-83.6649246216,677.7000122070,672.32,20,12.00
9.8737611771,-83.6649246216,676.0999755859,672.32,27,12.00
