lat,long
9.8738126755,-83.6647491455
9.8738164902,-83.6647644043
9.8765859604,-83.6635284424
9.8765850067,-83.6635055542
9.8748950958,-83.6642227173
9.8747463226,-83.664276123
9.8737726212,-83.6647796631
9.8751535416,-83.6641311646
9.875292778,-83.664352417
9.8754549026,-83.6639785767
9.8765926361,-83.6635437012
9.8754425049,-83.6639938354
9.8750495911,-83.6643371582
9.8765459061,-83.6635437012
9.8764915466,-83.66355896
9.8750724792,-83.6641464233
9.876159668,-83.6637039185
9.8765459061,-83.6635437012
9.8763885498,-83.6635894775
9.8757829666,-83.663848877
9.8737611771,-83.6648101807
9.8758096695,-83.663848877
9.8738203049,-83.6647644043
9.8757820129,-83.663848877
9.8765916824,-83.6635284424
9.8764562607,-83.6635742188
9.8752651215,-83.6640777588
9.8737668991,-83.6647796631
9.873790741,-83.6647644043
9.8748645782,-83.6642379761
9.875292778,-83.664352417
9.873793602,-83.6647491455
9.876581192,-83.6635284424
9.8765935898,-83.6635437012
9.8746147156,-83.6645050049
9.8761930466,-83.6636734009
9.8745450974,-83.664352417
9.8765459061,-83.6635437012
9.8737621307,-83.6648101807
9.8737821579,-83.6647644043
9.8748950958,-83.6642227173
9.8737621307,-83.6648101807
9.8738088608,-83.6647796631
9.8756065369,-83.6639328003
9.8738069534,-83.6647644043
9.8738079071,-83.6647644043
9.876578331,-83.6635055542
9.876496315,-83.6635437012
9.8737535477,-83.6648101807
9.8765821457,-83.6635055542
9.875658989,-83.6639175415
9.874247551,-83.6644668579
9.8765068054,-83.6635437012
9.8761854172,-83.6636886597
9.8744935989,-83.6643753052
9.8737878799,-83.6648101807
9.8738079071,-83.6647644043
9.8753995895,-83.6640319824
9.8761167526,-83.6637039185
9.876581192,-83.6635284424
9.8745450974,-83.664352417
9.8742647171,-83.6645965576
9.8761167526,-83.6637039185
9.873755455,-83.6648254395
9.8757162094,-83.6638641357
9.8737573624,-83.6648254395
9.8738012314,-83.6647491455
9.8747253418,-83.6644668579
9.8751811981,-83.6644210815
9.8737773895,-83.6647796631
9.8742656708,-83.6645965576
9.8755283356,-83.6639633179
9.8765926361,-83.6635284424
9.8757333755,-83.6638870239
9.8754701614,-83.6639785767
9.8739967346,-83.6646347046
9.873755455,-83.6647796631
9.8758497238,-83.6638336182
9.8757066727,-83.6638870239
9.8748435974,-83.6644821167
9.8747997284,-83.6642608643
9.8759431839,-83.6637878418
9.8762874603,-83.6636428833
9.873755455,-83.6648101807
9.8750591278,-83.6641464233
9.874247551,-83.6644821167
9.876584053,-83.6635284424
9.8738193512,-83.6647644043
9.8747234344,-83.6642913818
9.8750457764,-83.6641616821
9.8737573624,-83.6648101807
9.8738069534,-83.6647644043
9.8751220703,-83.6641311646
9.8763771057,-83.6636047363
9.8765068054,-83.6635437012
9.8738136292,-83.6647644043
9.8738079071,-83.6647644043
9.8756418228,-83.6639175415
9.8746128082,-83.6643218994
9.874247551,-83.6644668579
9.8737535477,-83.6648101807
9.874920845,-83.6642074585
9.8742656708,-83.6645965576
9.8738098145,-83.6647644043
9.8758897781,-83.6638031006
9.8742456436,-83.6644668579
9.8747816086,-83.664276123
9.8737621307,-83.6648101807
9.8761854172,-83.6636886597
9.8763904572,-83.6635894775
9.8738145828,-83.6647644043
9.8748502731,-83.6642379761
9.8737640381,-83.6647796631
9.8749570847,-83.6641921997
9.8737621307,-83.6648101807
9.874879837,-83.6642227173
9.8759012222,-83.6638183594
9.8761320114,-83.6637039185
9.8754825592,-83.6639785767
9.8737859726,-83.6647644043
9.8760242462,-83.6637496948
9.8748693466,-83.6642227173
9.8738098145,-83.6647644043
9.8762540817,-83.6636581421
9.8755350113,-83.6639480591
9.8737630844,-83.6648101807
9.8751897812,-83.6641082764
9.8737888336,-83.6647644043
9.8738079071,-83.6647644043
9.8756961823,-83.6640930176
9.8748960495,-83.6642227173
9.8749113083,-83.6644668579
9.8738145828,-83.6647644043
9.8756551743,-83.6639022827
9.8757591248,-83.6638641357
9.876036644,-83.663734436
9.8752880096,-83.6640625
9.8752346039,-83.6640777588
9.8747215271,-83.6642913818
9.8764696121,-83.66355896
9.8754558563,-83.6639785767
9.8737573624,-83.6648254395
9.8756189346,-83.6639175415
9.8738040924,-83.6647491455
9.8760519028,-83.6638641357
9.873799324,-83.6647796631
9.8753204346,-83.6640319824
9.8755397797,-83.6639633179
9.8765630722,-83.6635437012
9.8760986328,-83.6637191772
9.8737545013,-83.6648254395
9.873755455,-83.6647796631
9.8737630844,-83.6648101807
9.8748321533,-83.6642608643
9.8739299774,-83.6646652222
9.8738145828,-83.6647644043
9.8765916824,-83.6635437012
9.8738117218,-83.6647644043
9.8757076263,-83.6638870239
9.876496315,-83.6635437012
9.8738145828,-83.6647644043
9.8762960434,-83.6637191772
9.8737821579,-83.6647644043
9.8748722076,-83.6642379761
9.876496315,-83.6635437012
9.8762540817,-83.6636581421
9.8764677048,-83.6636047363
9.8738098145,-83.6647644043
9.873796463,-83.6647491455
9.876584053,-83.6635284424
9.8751897812,-83.6641082764
9.8747720718,-83.664276123
9.8763456345,-83.6636199951
9.8737697601,-83.6647796631
9.8758096695,-83.663848877
9.873758316,-83.6648254395
9.8757200241,-83.6638870239
9.8746738434,-83.6642913818
9.8757429123,-83.6640625
9.8749704361,-83.6641921997
9.875825882,-83.6638336182
9.8763484955,-83.6636047363
9.8755149841,-83.6639785767
9.8757820129,-83.663848877
9.8744258881,-83.664390564
9.8765897751,-83.6635284424
9.8742170334,-83.6646347046
9.8758878708,-83.6638183594
9.8750305176,-83.6641616821
9.8742265701,-83.6645050049
9.8755474091,-83.6639480591
9.873758316,-83.6647796631
9.8738307953,-83.6647644043
9.8763618469,-83.6636047363
9.8741111755,-83.66456604
9.8745861053,-83.6643371582
9.8755292892,-83.6639480591
9.8762607574,-83.6636581421
9.8758096695,-83.663848877
9.8761787415,-83.6636886597
9.8760519028,-83.6638641357
9.8765850067,-83.6635284424
9.8737535477,-83.6648254395
9.8753786087,-83.6640167236
9.8754968643,-83.6639633179
9.876584053,-83.6635284424
9.8738164902,-83.6647644043
9.8737630844,-83.6648101807
9.8748846054,-83.6644058228
9.8738079071,-83.6647644043
9.8742656708,-83.6645965576
9.8738117218,-83.6647644043
9.876584053,-83.6635284424
9.8744220734,-83.6645507812
9.8749084473,-83.6642227173
9.8744239807,-83.66456604
9.8762817383,-83.6636428833
9.8748254776,-83.6642608643
9.8737621307,-83.6648101807
9.8737602234,-83.6648254395
9.8757619858,-83.6638641357
9.8758230209,-83.6638336182
9.8749723434,-83.6641769409
9.8754062653,-83.6640167236
9.8738059998,-83.6647491455
9.8757619858,-83.6638641357
9.8738164902,-83.6647644043
9.8763904572,-83.6635894775
9.8742465973,-83.6644668579
9.8764314651,-83.6635742188
9.8752613068,-83.6640777588
9.8761034012,-83.6637191772
9.873755455,-83.6648101807
9.8737831116,-83.6647796631
9.8737831116,-83.6647796631
9.8737630844,-83.6648101807
9.8754587173,-83.6639938354
9.8755292892,-83.6639480591
9.8747816086,-83.664276123
9.8737630844,-83.6648254395
9.8742656708,-83.6645965576
9.8737573624,-83.6648254395
9.8737916946,-83.6647644043
9.8744935989,-83.6643753052
9.8737821579,-83.6647644043
9.8749084473,-83.6642227173
9.8760356903,-83.6637496948
9.8737773895,-83.6648254395
9.8754873276,-83.6639785767
9.8765830994,-83.6635055542
9.8750095367,-83.6641769409
9.8737630844,-83.6648101807
9.8737916946,-83.6647644043
9.8738079071,-83.6647644043
9.8742809296,-83.6645965576
9.8738088608,-83.6647796631
9.8750953674,-83.6643371582
9.8738145828,-83.6647644043
9.8765830994,-83.6635055542
9.8761968613,-83.6636886597
9.8752613068,-83.6640777588
9.8763132095,-83.6636199951
9.8737821579,-83.6647644043
9.8765211105,-83.6635437012
9.873755455,-83.6648101807
9.8743686676,-83.6644058228
9.8765897751,-83.6635284424
9.876455307,-83.66355896
9.8738193512,-83.6647644043
9.8765821457,-83.6635284424
9.8751373291,-83.6641082764
9.8738069534,-83.6647644043
9.874745369,-83.6642913818
9.873758316,-83.6647796631
9.8745861053,-83.6643371582
9.876502037,-83.66355896
9.8757162094,-83.6638641357
9.8759012222,-83.6638183594
9.8765935898,-83.6635437012
9.8738079071,-83.6647644043
9.8751792908,-83.6640930176
9.8737545013,-83.6648101807
9.8756694794,-83.6639022827
9.8738155365,-83.6647644043
9.8738231659,-83.6647644043
9.8742647171,-83.6645965576
9.8737611771,-83.6648101807
9.8757591248,-83.6638641357
9.8737955093,-83.6647491455
9.8737611771,-83.6648101807
9.8738126755,-83.6647644043
9.8737773895,-83.6647796631
9.8737916946,-83.6648101807
9.8761663437,-83.6636886597
9.8751077652,-83.6643218994
9.8755598068,-83.6639328003
9.873799324,-83.6647796631
9.8757429123,-83.6640625
9.8750495911,-83.6643371582
9.874247551,-83.6644668579
9.8760519028,-83.663734436
9.8737878799,-83.6647644043
9.8738069534,-83.6647644043
9.8762969971,-83.6636428833
9.8747549057,-83.6644515991
9.8750953674,-83.6643371582
9.8750953674,-83.6643371582
9.873755455,-83.6647796631
9.8738059998,-83.6647644043
9.8750314713,-83.6641616821
9.8738069534,-83.6647644043
9.8746824265,-83.6644821167
9.8737831116,-83.6647796631
9.8737602234,-83.6647796631
9.8756065369,-83.6639328003
9.8754062653,-83.6640167236
9.8738050461,-83.6647644043
9.8738203049,-83.6647644043
9.8764314651,-83.6635742188
9.8756418228,-83.6639175415
9.8745994568,-83.6643218994
9.8761167526,-83.6637191772
9.8738069534,-83.6647796631
9.8753499985,-83.6640319824
9.8757333755,-83.6638870239
9.8755884171,-83.6639328003
9.8737573624,-83.6648101807
9.8765974045,-83.6635437012
9.8752794266,-83.6640625
9.8737630844,-83.6648254395
9.8760404587,-83.663734436
9.875875473,-83.6638183594
9.8737630844,-83.6648254395
9.8754034042,-83.6640167236
9.8758964539,-83.6638031006
9.8737621307,-83.6648254395
9.8760662079,-83.6637191772
9.8764104843,-83.6635894775
9.8765850067,-83.6635284424
9.8761787415,-83.6636886597
9.8754749298,-83.6639938354
9.873758316,-83.6648254395
9.876534462,-83.6635437012
9.8738164902,-83.6647644043
9.8744401932,-83.664390564
9.8750429153,-83.6643371582
9.8755407333,-83.6639480591
9.8763751984,-83.6635894775
9.8762817383,-83.6636428833
9.8761968613,-83.6636886597
9.8762607574,-83.6636581421
9.8756952286,-83.6638870239
9.8752746582,-83.6640777588
9.8754549026,-83.6639785767
9.8764696121,-83.66355896
9.8737792969,-83.6647796631
9.873884201,-83.6647644043
9.8737621307,-83.6648101807
9.8753623962,-83.6640319824
9.8759155273,-83.6638031006
9.8752651215,-83.6640777588
9.8745231628,-83.6645202637
9.8737592697,-83.6648254395
9.8759489059,-83.663772583
9.8752937317,-83.6640625
9.873793602,-83.6647491455
9.8747739792,-83.6642608643
9.8737878799,-83.6648101807
9.8763999939,-83.6635894775
9.8737697601,-83.6647796631
9.8738231659,-83.6647644043
9.8759851456,-83.6637496948
9.8747854233,-83.664276123
9.8755922318,-83.6639480591
9.8744220734,-83.6645507812
9.873790741,-83.6647644043
9.8737840652,-83.6647796631
9.8757562637,-83.663848877
9.8737573624,-83.6648101807
9.8763895035,-83.6635894775
9.8757200241,-83.6638870239
9.8738241196,-83.6647644043
9.8738136292,-83.6647644043
9.8737831116,-83.6648101807
9.8750181198,-83.6641616821
9.873758316,-83.6648101807
9.8761539459,-83.6636886597
9.8740282059,-83.6646194458
9.8764410019,-83.6635742188
9.8758239746,-83.6638336182
9.8738212585,-83.6647491455
9.8737592697,-83.6648254395
9.8748922348,-83.6642227173
9.8755044937,-83.6639633179
9.873884201,-83.6647644043
9.8747463226,-83.664276123
9.8738069534,-83.6647644043
9.8751392365,-83.6641311646
9.8761463165,-83.6637039185
9.8747234344,-83.6642913818
9.8756666183,-83.6639022827
9.873758316,-83.6648101807
9.8763456345,-83.6636199951
9.8754558563,-83.6639785767
9.8744668961,-83.6643753052
9.8750591278,-83.6643371582
9.8761024475,-83.6637191772
9.8757076263,-83.6638870239
9.8765354156,-83.6635437012
9.8764047623,-83.6635894775
9.8738002777,-83.6647491455
9.8738088608,-83.6647644043
9.8737640381,-83.6647796631
9.8742265701,-83.6645050049
9.8750314713,-83.6641616821
9.8759613037,-83.6637496948
9.8763551712,-83.6636886597
9.8757839203,-83.6640319824
9.8759613037,-83.6637496948
9.8753786087,-83.6640167236
9.8737640381,-83.6648254395
9.8743982315,-83.6644058228
9.8755598068,-83.6639328003
9.8747253418,-83.6644668579
9.8737630844,-83.6648254395
9.8738079071,-83.6647796631
9.8749790192,-83.6643753052
9.8737621307,-83.6648101807
9.876584053,-83.6635284424
9.8754415512,-83.6639785767
9.8765354156,-83.6635437012
9.8763637543,-83.6636047363
9.8757200241,-83.6638870239
9.8738117218,-83.6647644043
9.8745584488,-83.664352417
9.8737792969,-83.6648254395
9.8759632111,-83.6637878418
9.8750457764,-83.6641616821
9.8749475479,-83.6641921997
9.876584053,-83.6635284424
9.8738059998,-83.6647491455
9.8742656708,-83.6645965576
9.8755474091,-83.6639480591
9.8764810562,-83.66355896
9.8737535477,-83.6648254395
9.8757076263,-83.6638870239
9.8752222061,-83.6640777588
9.875371933,-83.6640319824
9.8764438629,-83.6635742188
9.8737792969,-83.6648254395
9.8738088608,-83.6647644043
9.8744792938,-83.6643753052
9.8755788803,-83.6639328003
9.8762111664,-83.6636886597
9.8748073578,-83.664276123
9.8761129379,-83.6637039185
9.8738098145,-83.6647644043
9.8737573624,-83.6648254395
9.8737630844,-83.6648254395
9.8752069473,-83.6640930176
9.8751659393,-83.6640930176
9.8738193512,-83.6647644043
9.8764810562,-83.66355896
9.8737611771,-83.6648101807
9.8751897812,-83.6641082764
9.874247551,-83.6644668579
9.8738918304,-83.6647644043
9.8737783432,-83.6647796631
9.8738031387,-83.6647491455
9.875585556,-83.6641616821
9.8742456436,-83.6644668579
9.8759708405,-83.6637878418
9.8738079071,-83.6647491455
9.8761663437,-83.6636886597
9.8765068054,-83.6635437012
9.8765907288,-83.6635284424
9.8737621307,-83.6648101807
9.8737573624,-83.6648254395
9.8737621307,-83.6648254395
9.8757972717,-83.663848877
9.8765935898,-83.6635284424
9.8745994568,-83.6643218994
9.8748922348,-83.6642227173
9.875658989,-83.6639175415
9.8738088608,-83.6647644043
9.8738241196,-83.6647644043
9.8759155273,-83.6638031006
9.8745727539,-83.6643371582
9.8765983582,-83.6635437012
9.8737707138,-83.6647796631
9.873755455,-83.6648101807
9.8756694794,-83.6639022827
9.8737611771,-83.6648254395
9.8737602234,-83.6648254395
9.873831749,-83.6647491455
9.8751926422,-83.6640930176
9.8738241196,-83.6647644043
9.8738088608,-83.6647644043
9.8764047623,-83.6635894775
9.8765573502,-83.6635284424
9.8759012222,-83.6638183594
9.8747854233,-83.664276123
9.8749933243,-83.6641769409
9.8737621307,-83.6648101807
9.8754911423,-83.6639633179
9.874920845,-83.6642074585
9.8737840652,-83.6647796631
9.8738241196,-83.6647644043
9.8755168915,-83.6639633179
9.8758382797,-83.6638336182
9.8749084473,-83.6642227173
9.8737621307,-83.6648254395
9.8752069473,-83.6640777588
9.8756456375,-83.6639175415
9.8743152618,-83.6645812988
9.876581192,-83.6635284424
9.874247551,-83.6644821167
9.8753995895,-83.6640319824
9.8761663437,-83.6636886597
9.8749446869,-83.6642074585
9.8745641708,-83.6645050049
9.8738241196,-83.6647644043
9.8754062653,-83.6640167236
9.8738050461,-83.6647644043
9.8765850067,-83.6635284424
9.8737573624,-83.6648254395
9.8743276596,-83.6644210815
9.8738517761,-83.6647644043
9.8748540878,-83.6642379761
9.8737611771,-83.6648254395
9.8745727539,-83.6643371582
9.8738164902,-83.6647644043
9.8738183975,-83.6647644043
9.8764314651,-83.6635742188
9.8738050461,-83.6647644043
9.8765830994,-83.6635284424
9.8737630844,-83.6648254395
9.8755674362,-83.6639328003
9.8765888214,-83.6635284424
9.8738059998,-83.6647644043
9.8737792969,-83.6647796631
9.8762226105,-83.6636734009
9.8752355576,-83.6640930176
9.8740282059,-83.6646194458
9.8738069534,-83.6647644043
9.8738079071,-83.6647644043
9.8759412766,-83.6637878418
9.8757209778,-83.6638641357
9.8765773773,-83.6635055542
9.8748455048,-83.6642608643
9.8738069534,-83.6647644043
9.8750724792,-83.6641464233
9.8742485046,-83.6644668579
9.8747606277,-83.664276123
9.8763637543,-83.6636047363
9.8737621307,-83.6648101807
9.8737735748,-83.6647796631
9.8737611771,-83.6648101807
9.8749818802,-83.6641769409
9.8739299774,-83.6646652222
9.875585556,-83.6641616821
9.873755455,-83.6648101807
9.8762493134,-83.6636734009
9.8737621307,-83.6648101807
9.8748455048,-83.6642608643
9.8737726212,-83.6647796631
9.8755931854,-83.6639328003
9.876578331,-83.6635284424
9.8749799728,-83.6644515991
9.8737840652,-83.6647796631
9.876584053,-83.6635284424
9.8764238358,-83.6635742188
9.8756799698,-83.6639022827
9.8745069504,-83.6643753052
9.8754034042,-83.6640167236
9.8764810562,-83.66355896
9.8761854172,-83.6636886597
9.8762960434,-83.6637191772
9.8747243881,-83.6642913818
9.8738079071,-83.6647644043
9.8762226105,-83.6636734009
9.8761463165,-83.6637039185
9.8752355576,-83.6640930176
9.8737621307,-83.6648101807
9.8750162125,-83.6641616821
9.8737945557,-83.6647949219
9.8764438629,-83.6635742188
9.8743553162,-83.6644210815
9.8737831116,-83.6648101807
9.873758316,-83.6647796631
9.874958992,-83.6641769409
9.8750762939,-83.6643371582
9.874247551,-83.6644668579
9.8755521774,-83.6639633179
9.8738164902,-83.6647644043
9.8759031296,-83.6638031006
9.8738098145,-83.6647491455
9.8738079071,-83.6647644043
9.8738117218,-83.6647644043
9.8759288788,-83.6637878418
9.8765830994,-83.6635284424
9.876250267,-83.6636428833
9.8758544922,-83.6638183594
9.8750696182,-83.6641464233
9.8762874603,-83.6636428833
9.8757295609,-83.6638641357
9.8737955093,-83.6647491455
9.8749723434,-83.6641769409
9.8737754822,-83.6648101807
9.8738107681,-83.6647644043
9.8751811981,-83.6641082764
9.8761835098,-83.6636886597
9.8760623932,-83.663734436
9.8737621307,-83.6648101807
9.8737545013,-83.6648101807
9.8755092621,-83.6639633179
9.8756694794,-83.6639022827
9.8760623932,-83.663734436
9.8762254715,-83.6636734009
9.8765287399,-83.6635437012
9.8759222031,-83.6637878418
9.8765935898,-83.6635284424
9.8747091293,-83.6643066406
9.8738098145,-83.6647644043
9.874171257,-83.6645355225
9.8745203018,-83.664352417
9.8753919601,-83.6640167236
9.8738050461,-83.6647644043
9.8737764359,-83.6647796631
9.8738183975,-83.6647644043
9.8756122589,-83.6639175415
9.8738193512,-83.6647644043
9.8759098053,-83.6637878418
9.8737592697,-83.6648254395
9.8737649918,-83.6648254395
9.8765907288,-83.6635284424
9.8763132095,-83.6636199951
9.8737621307,-83.6648101807
9.8756952286,-83.6638870239
9.8737955093,-83.6647491455
9.8737573624,-83.6648254395
9.8737535477,-83.6648101807
9.8742465973,-83.6644668579
9.8753862381,-83.6640319824
9.8759346008,-83.6639480591
9.8757066727,-83.6638870239
9.8738307953,-83.6647491455
9.8747367859,-83.6642913818
9.8738040924,-83.6647491455
9.8755598068,-83.6639328003
9.876584053,-83.6635284424
9.8762397766,-83.6636734009
9.8742465973,-83.6644668579
9.8742647171,-83.6645965576
9.875825882,-83.6638336182
9.875875473,-83.6638031006
9.8765926361,-83.6635437012
9.8738136292,-83.6647644043
9.8737726212,-83.6647796631
9.873831749,-83.6647491455
9.8759155273,-83.6638031006
9.876584053,-83.6635284424
9.876578331,-83.6635055542
9.8757686615,-83.663848877
9.8738031387,-83.6647491455
9.8737621307,-83.6648254395
9.8743553162,-83.6644210815
9.8738069534,-83.6647644043
9.8738050461,-83.6647644043
9.87383461,-83.6647491455
9.8754434586,-83.6639938354
9.875579834,-83.6639480591
9.8765954971,-83.6635284424
9.8757200241,-83.6638870239
9.8755149841,-83.6639785767
9.874920845,-83.6642074585
9.8738193512,-83.6647644043
9.874247551,-83.6644668579
9.8761730194,-83.6636886597
9.873799324,-83.6647491455
9.8747768402,-83.6644363403
9.8745727539,-83.6643371582
9.8763999939,-83.6635894775
9.874797821,-83.6642608643
9.8765821457,-83.6635284424
9.8759012222,-83.6638183594
9.8747730255,-83.6645050049
9.8749799728,-83.6644515991
9.8745450974,-83.664352417
9.8765830994,-83.6635055542
9.8737916946,-83.6648101807
9.8754911423,-83.6639633179
9.8750314713,-83.6641616821
9.876578331,-83.6635055542
9.8738193512,-83.6647644043
9.8737640381,-83.6647796631
9.8738136292,-83.6647644043
9.8758878708,-83.6638183594
9.8742485046,-83.6644668579
9.8737630844,-83.6647796631
9.8756799698,-83.6639022827
9.8752651215,-83.6640625
9.8752651215,-83.6640625
9.8738069534,-83.6647644043
9.8761129379,-83.6637039185
9.8765983582,-83.6635437012
9.8752031326,-83.6640930176
9.8738164902,-83.6647644043
9.8737888336,-83.6647644043
9.8738079071,-83.6647644043
9.873755455,-83.6648254395
9.8765211105,-83.6635742188
9.8749952316,-83.6641769409
9.8757333755,-83.6638870239
9.87479496,-83.664276123
9.8759431839,-83.6637878418
9.8750429153,-83.6643371582
9.8761539459,-83.6636886597
9.8742647171,-83.6645965576
9.8738059998,-83.6647644043
9.8738069534,-83.6647644043
9.8763227463,-83.6636199951
9.8750591278,-83.6643371582
9.8751926422,-83.6640930176
9.8761663437,-83.6636886597
9.8752069473,-83.6640777588
9.8738155365,-83.6647644043
9.8754663467,-83.6639785767
9.8745450974,-83.664352417
9.876578331,-83.6635055542
9.8738136292,-83.6647644043
9.8765830994,-83.6635284424
9.875579834,-83.6639480591
9.8737888336,-83.6647644043
9.8737916946,-83.6647644043
9.8738050461,-83.6647644043
9.8745326996,-83.664352417
9.8737573624,-83.6648101807
9.8746957779,-83.6642913818
9.8738069534,-83.6647491455
9.874247551,-83.6644668579
9.8753480911,-83.6643066406
9.8738164902,-83.6647644043
9.8738069534,-83.6647644043
9.8753480911,-83.6643066406
9.8748950958,-83.6642227173
9.8738241196,-83.6647644043
9.8752498627,-83.6640625
9.8747739792,-83.6642608643
9.8745727539,-83.6643371582
9.8763227463,-83.6636199951
9.8738641739,-83.6647644043
9.8738079071,-83.6647644043
9.8765954971,-83.6635284424
9.8739967346,-83.6646347046
9.8759851456,-83.6637496948
9.8738059998,-83.6647796631
9.874171257,-83.6645355225
9.8765602112,-83.6635284424
9.8738069534,-83.6647644043
9.8759851456,-83.663772583
9.8764686584,-83.66355896
9.8738069534,-83.6647644043
9.8755226135,-83.6639633179
9.8765821457,-83.6635284424
9.8765907288,-83.6635284424
9.8737621307,-83.6648101807
9.8755168915,-83.6639633179
9.8763217926,-83.6636199951
9.8737783432,-83.6647796631
9.8737983704,-83.6647491455
9.8748922348,-83.6642227173
9.8765830994,-83.6635284424
9.8738126755,-83.6647644043
9.8737545013,-83.6648254395
9.8755397797,-83.6639633179
9.875746727,-83.6638641357
9.8749227524,-83.6642074585
9.8747091293,-83.6643066406
9.8742494583,-83.6644668579
9.8748588562,-83.6642379761
9.8737783432,-83.6647796631
9.8738059998,-83.6647644043
