lat, long
9.8747968674,-83.6644515991
9.8737812042,-83.6648101807
9.873793602,-83.6648101807
9.8738050461,-83.6648101807
9.8738260269,-83.6647949219
9.8737764359,-83.6648254395
9.8737888336,-83.6648101807
9.8746986389,-83.6645050049
9.873796463,-83.6648254395
9.8748416901,-83.6638183594
9.873755455,-83.6648406982
9.8738145828,-83.6647949219
9.8738069534,-83.6647949219
9.8737649918,-83.6648406982
9.876124382,-83.6626968384
9.8761730194,-83.6625976562
9.8754072189,-83.6640625
9.8737945557,-83.6648101807
9.876162529,-83.6638641357
9.8737640381,-83.6648406982
9.8746404648,-83.6645507812
9.8748474121,-83.6637878418
9.8737602234,-83.6648635864
9.8738126755,-83.6648101807
9.8737840652,-83.6648101807
9.8738183975,-83.6647949219
9.8759374619,-83.6639022827
9.8737916946,-83.6648101807
9.8766469955,-83.662109375
9.873790741,-83.6648254395
9.8738088608,-83.6647949219
9.875412941,-83.6640472412
9.8737888336,-83.6648254395
9.8761491776,-83.6638641357
9.8738431931,-83.6649398804
9.8761711121,-83.6625976562
9.8738126755,-83.6647949219
9.8761901855,-83.6625976562
9.8757772446,-83.6630859375
9.8737668991,-83.6648406982
9.87388134,-83.6649551392
9.8738088608,-83.6648101807
9.8737802505,-83.6648254395
9.8762083054,-83.6625976562
9.8738307953,-83.6647796631
9.8737745285,-83.6648254395
9.8737382889,-83.6648406982
9.8737812042,-83.6648101807
9.8737754822,-83.6648254395
9.8753814697,-83.6640625
9.8737649918,-83.6648406982
9.8738279343,-83.6647949219
9.8737649918,-83.6648635864
9.874833107,-83.6644210815
9.8758029938,-83.6630554199
9.876036644,-83.6638870239
9.8738145828,-83.6647949219
9.8737831116,-83.6648101807
9.8738269806,-83.6647949219
9.8737878799,-83.6648101807
9.8737821579,-83.6648101807
9.8737840652,-83.6648101807
9.8738126755,-83.6647949219
9.8760976791,-83.6627426147
9.8738088608,-83.6647949219
9.8757667542,-83.6630859375
9.8762073517,-83.6625976562
9.8737878799,-83.6648101807
9.8766231537,-83.6621246338
9.8738183975,-83.6647949219
9.8738145828,-83.6647796631
9.8753852844,-83.6640625
9.8737945557,-83.6648101807
9.8737840652,-83.6648101807
9.8761491776,-83.6626968384
9.8737621307,-83.6648406982
9.8738250732,-83.6647796631
9.874537468,-83.6645812988
9.8761453629,-83.6626968384
9.8737640381,-83.6648406982
9.8738050461,-83.6648101807
9.875579834,-83.6639480591
9.8758306503,-83.6630706787
9.8737792969,-83.6648635864
9.8738307953,-83.6647796631
9.8738012314,-83.6647949219
9.8738193512,-83.6647949219
9.8738241196,-83.6647796631
9.8737850189,-83.6648254395
9.8737812042,-83.6648635864
9.8757925034,-83.6631011963
9.874628067,-83.6645507812
9.8737897873,-83.6648101807
9.8737840652,-83.6648101807
9.8752250671,-83.663444519
9.8737773895,-83.6648254395
9.8760280609,-83.6628112793
9.8748311996,-83.6638031006
9.8737773895,-83.6648254395
9.87383461,-83.6647796631
9.8737812042,-83.6648635864
9.8738222122,-83.6647949219
9.8738155365,-83.6647949219
9.8737726212,-83.6648254395
9.8737792969,-83.6648254395
9.873796463,-83.6648254395
9.8738117218,-83.6647949219
9.8761405945,-83.6626968384
9.8737859726,-83.6648101807
9.8737840652,-83.6648101807
9.8737840652,-83.6648406982
9.8737878799,-83.6648254395
9.8738298416,-83.6647796631
9.8738250732,-83.6647796631
9.8737926483,-83.6648254395
9.8737945557,-83.6648101807
9.8764448166,-83.6624984741
9.8738117218,-83.6647949219
9.8738193512,-83.6647949219
9.8758239746,-83.6630401611
9.875825882,-83.6630401611
9.8758325577,-83.6630554199
9.8737802505,-83.6648254395
9.8738193512,-83.6647949219
9.8737878799,-83.6648254395
9.8738117218,-83.6648101807
9.8737735748,-83.6648635864
9.8737745285,-83.6648635864
9.8737745285,-83.6648254395
9.8737735748,-83.6648254395
9.8764190674,-83.6625137329
9.8766345978,-83.6621246338
9.8738117218,-83.6647949219
9.8737974167,-83.6648254395
9.8737745285,-83.6648254395
9.8758192062,-83.6630172729
9.8737840652,-83.6648101807
9.8738832474,-83.6649551392
9.8760852814,-83.6627426147
9.8737802505,-83.6648101807
9.8738260269,-83.6647796631
9.8761463165,-83.6627120972
9.8766412735,-83.6621246338
9.8759965897,-83.6634140015
9.8738126755,-83.6647949219
9.8737363815,-83.6648406982
9.8737773895,-83.6648254395
9.8738250732,-83.6647796631
9.8738269806,-83.6647949219
9.8745088577,-83.6646499634
9.873755455,-83.6648406982
9.8738107681,-83.6647949219
9.8737955093,-83.6648101807
9.8757677078,-83.6630706787
9.8759117126,-83.662940979
9.8738241196,-83.6647796631
9.8738136292,-83.6647949219
9.8758296967,-83.6630554199
9.8742189407,-83.6647262573
9.8737668991,-83.6648406982
9.8737974167,-83.6648101807
9.8738670349,-83.6649398804
9.8761463165,-83.6627120972
9.8737630844,-83.6648406982
9.8737821579,-83.6648101807
9.8761491776,-83.6638641357
9.874835968,-83.6638031006
9.8761844635,-83.6625823975
9.8737840652,-83.6648101807
9.8738059998,-83.6647644043
9.8766431808,-83.6621246338
9.875825882,-83.6630554199
9.8737745285,-83.6648254395
9.8737535477,-83.6648406982
9.8738212585,-83.6647949219
9.8757772446,-83.6630859375
9.8737592697,-83.6648406982
9.8737745285,-83.6648254395
9.8743963242,-83.6646499634
9.8747167587,-83.6644821167
9.8764190674,-83.6625137329
9.8738212585,-83.6647796631
9.876162529,-83.6638641357
9.8748311996,-83.6638031006
9.8738231659,-83.6647796631
9.8738660812,-83.6649398804
9.8738155365,-83.6647949219
9.8738193512,-83.6647949219
9.8737659454,-83.6648406982
9.8737945557,-83.6648101807
9.8737783432,-83.6648635864
9.8737840652,-83.6648101807
9.8737201691,-83.6648406982
9.8758888245,-83.6639022827
9.8748311996,-83.6637878418
9.8738565445,-83.6649398804
9.8738250732,-83.6647949219
9.8738861084,-83.6649551392
9.8737897873,-83.6648254395
9.8737697601,-83.6648406982
9.8738203049,-83.6647796631
9.8738107681,-83.6647949219
9.8748350143,-83.6637878418
9.8737812042,-83.6648635864
9.8745288849,-83.6646347046
9.8737421036,-83.6648406982
9.8758192062,-83.6630172729
9.8737888336,-83.6648406982
9.8738241196,-83.6647796631
9.8745698929,-83.6646347046
9.8761844635,-83.6625823975
9.8737211227,-83.6648406982
9.8738050461,-83.6648101807
9.8738260269,-83.6647796631
9.8761425018,-83.6626815796
9.8748321533,-83.6637878418
9.8747968674,-83.6644515991
9.8737735748,-83.6648254395
9.8753986359,-83.6640319824
9.8766536713,-83.662109375
9.8738050461,-83.6648101807
9.8737802505,-83.6648635864
9.8738203049,-83.6649246216
9.8738136292,-83.6647949219
9.8761129379,-83.6626815796
9.8737640381,-83.6648635864
9.8737897873,-83.6648254395
9.8737955093,-83.6648101807
9.874628067,-83.6645507812
9.8737802505,-83.6648254395
9.873872757,-83.6649703979
9.8737897873,-83.6648101807
9.8737945557,-83.6648254395
9.8759708405,-83.6628723145
9.8761482239,-83.6626968384
9.8737726212,-83.6648406982
9.8738260269,-83.6647949219
9.8737640381,-83.6648635864
9.8759469986,-83.6628875732
9.8737850189,-83.6648406982
9.8738136292,-83.6647949219
9.8738689423,-83.6649398804
9.8738203049,-83.6647949219
9.8737630844,-83.6648406982
9.8737974167,-83.6648254395
9.8760919571,-83.6627426147
9.8737945557,-83.6648101807
9.8738594055,-83.6649398804
9.873831749,-83.6647796631
9.8738145828,-83.6648101807
9.8738241196,-83.6647949219
9.8754177094,-83.6640472412
9.8766536713,-83.6621246338
9.8737859726,-83.6648101807
9.8738155365,-83.6647949219
9.8761777878,-83.6625976562
9.8748369217,-83.6638031006
9.8737812042,-83.6648635864
9.8761405945,-83.6638870239
9.8737955093,-83.6648101807
9.8738288879,-83.6647796631
9.8738126755,-83.6648101807
9.873790741,-83.6648254395
9.8737792969,-83.6648635864
9.8737850189,-83.6648101807
9.873884201,-83.6649551392
9.8737764359,-83.6648254395
9.8738279343,-83.6647796631
9.8737850189,-83.6648101807
9.8738088608,-83.6648101807
9.8738746643,-83.6649703979
9.8761606216,-83.6625976562
9.8737878799,-83.6648101807
9.8737335205,-83.6648406982
9.8745317459,-83.6647491455
9.8737945557,-83.6648101807
9.8764181137,-83.6625137329
9.8737020493,-83.6648788452
9.876074791,-83.6627578735
9.8737812042,-83.6648101807
9.8738145828,-83.6647949219
9.8737745285,-83.6648254395
9.8766498566,-83.6621398926
9.8748416901,-83.6638183594
9.8737859726,-83.6648101807
9.8738193512,-83.6647949219
9.8757696152,-83.6630706787
9.8758859634,-83.6631011963
9.8759117126,-83.662940979
9.8737649918,-83.6648406982
9.8764219284,-83.6625137329
9.8754053116,-83.6640472412
9.8758249283,-83.6630706787
9.8738231659,-83.6647796631
9.8738193512,-83.6647949219
9.8737020493,-83.6648635864
9.8758115768,-83.6630401611
9.8737792969,-83.6648635864
9.8766298294,-83.6621246338
9.874835968,-83.6638031006
9.8737802505,-83.6648101807
9.8738183975,-83.6647949219
9.8742809296,-83.6646957397
9.8766460419,-83.6621246338
9.8753824234,-83.6640625
9.8737735748,-83.6648254395
9.8738260269,-83.6647949219
9.8737640381,-83.6648406982
9.8737859726,-83.6648101807
9.8764381409,-83.6624984741
9.8757772446,-83.6630706787
9.8737840652,-83.6648101807
9.8737649918,-83.6648406982
9.8759555817,-83.663230896
9.8757658005,-83.6630859375
9.8737812042,-83.6648406982
9.8737754822,-83.6648254395
9.8737659454,-83.6648406982
9.8737859726,-83.6648254395
9.8738088608,-83.6647949219
9.8760061264,-83.6628265381
9.8761415482,-83.6626968384
9.876168251,-83.6625976562
9.8743963242,-83.6646499634
9.8737745285,-83.6648254395
9.8738098145,-83.6648101807
9.8738059998,-83.6647949219
9.8761482239,-83.6626968384
9.8737649918,-83.6648635864
9.8737773895,-83.6648254395
9.8737840652,-83.6648101807
9.8737745285,-83.6648254395
9.8738079071,-83.6648101807
9.8738126755,-83.6647949219
9.8737764359,-83.6648254395
9.8737840652,-83.6648101807
9.8738851547,-83.6649398804
9.8738212585,-83.6647796631
9.8748350143,-83.6638031006
9.8738107681,-83.6647949219
9.8758192062,-83.6630401611
9.8738155365,-83.6647949219
9.8764543533,-83.6624526978
9.8738231659,-83.6647796631
9.8737697601,-83.6648406982
9.8738164902,-83.6647949219
9.8766460419,-83.6621246338
9.8737802505,-83.6648101807
9.873796463,-83.6648254395
9.8738241196,-83.6647949219
9.873717308,-83.6648406982
9.8757696152,-83.6630706787
9.8737850189,-83.6648406982
9.8737821579,-83.6648101807
9.8738107681,-83.6647949219
9.8738126755,-83.6647949219
9.8737859726,-83.6648101807
9.8737745285,-83.6648254395
9.8761787415,-83.6625976562
9.8746814728,-83.6645202637
9.874830246,-83.6638031006
9.8737850189,-83.6648101807
9.8738269806,-83.6647796631
9.8761453629,-83.6626815796
9.8746128082,-83.66456604
9.8737697601,-83.6648635864
9.8738079071,-83.6647796631
9.8737449646,-83.6648406982
9.875787735,-83.6631011963
9.8737974167,-83.6648254395
9.873796463,-83.6647949219
9.8748426437,-83.6637878418
9.8738059998,-83.6647644043
9.8737840652,-83.6648101807
9.8737611771,-83.6648406982
9.8738107681,-83.6647949219
9.8737735748,-83.6648635864
9.8737802505,-83.6650390625
9.8764438629,-83.6624984741
9.8738250732,-83.6647796631
9.8754072189,-83.6640625
9.8737945557,-83.6648254395
9.8750104904,-83.6636047363
9.8757762909,-83.6630859375
9.8738307953,-83.6647796631
9.8760633469,-83.6627731323
9.8738040924,-83.6647796631
9.8737611771,-83.6648406982
9.8740129471,-83.6650390625
9.8737802505,-83.6648101807
9.8737707138,-83.6648635864
9.8738193512,-83.6648101807
9.8737754822,-83.6648635864
9.873884201,-83.6649398804
9.8737792969,-83.6648101807
9.8744897842,-83.6646499634
9.8737211227,-83.6648406982
9.8760528564,-83.6636886597
9.873796463,-83.6648101807
9.8737726212,-83.6648254395
9.8750476837,-83.664276123
9.8737707138,-83.6648254395
9.8738088608,-83.6647949219
9.8754053116,-83.6640472412
9.8761529922,-83.6638870239
9.8750104904,-83.6636047363
9.87383461,-83.6647796631
9.8737449646,-83.6648406982
9.875787735,-83.6631011963
9.8738660812,-83.6649398804
9.875412941,-83.6640472412
9.8761177063,-83.6626815796
9.8738136292,-83.6648101807
9.8737859726,-83.6648101807
9.8737773895,-83.6648254395
9.8738231659,-83.6647796631
9.8737659454,-83.6648406982
9.8761816025,-83.6625976562
9.8737211227,-83.6648406982
9.8738136292,-83.6647949219
9.8738050461,-83.6648101807
9.8738193512,-83.6647949219
9.8760795593,-83.663772583
9.8738269806,-83.6647949219
9.8766345978,-83.6621246338
9.8754072189,-83.6640625
9.874838829,-83.6638031006
9.8737745285,-83.6648254395
9.8758230209,-83.6630401611
9.8737373352,-83.6648406982
9.8737840652,-83.6648101807
9.8737859726,-83.6648101807
9.8738155365,-83.6647949219
9.8758716583,-83.6630859375
9.8766345978,-83.6621246338
9.8738260269,-83.6647949219
9.8738155365,-83.6647949219
9.8758201599,-83.6630172729
9.8761482239,-83.6627120972
9.8754081726,-83.6640472412
9.875538826,-83.6639480591
9.8738250732,-83.6647796631
9.87388134,-83.6649551392
9.8753862381,-83.6640625
9.8738164902,-83.6647949219
9.873793602,-83.6648101807
9.8757696152,-83.6630706787
9.8754024506,-83.6640319824
9.8760900497,-83.6627578735
9.8761425018,-83.6626815796
9.8740129471,-83.6650390625
9.8737697601,-83.6648635864
9.8761568069,-83.6638641357
9.8766021729,-83.6622085571
9.8760280609,-83.6628112793
9.8760023117,-83.6633987427
9.8748350143,-83.6637878418
9.8761262894,-83.6626968384
9.8758192062,-83.6630401611
9.873758316,-83.6648406982
9.8760156631,-83.6635284424
9.8761444092,-83.6638641357
9.8766479492,-83.6621246338
9.8738126755,-83.6647949219
9.8766183853,-83.6621246338
9.8766269684,-83.6621246338
9.8737773895,-83.6648254395
9.8737745285,-83.6648635864
9.8737974167,-83.6648254395
9.8757915497,-83.6630554199
9.87383461,-83.6647796631
9.8737945557,-83.6648254395
9.873790741,-83.6648101807
9.8759469986,-83.6628875732
9.8762073517,-83.6625976562
9.8737802505,-83.6648254395
9.8738069534,-83.6647949219
9.8766412735,-83.6621246338
9.8751745224,-83.6641921997
9.8737211227,-83.6648406982
9.8737831116,-83.6648101807
9.8737955093,-83.6648101807
9.8753948212,-83.6632461548
9.876039505,-83.6636428833
9.8759431839,-83.6631851196
9.8738288879,-83.6647796631
9.8738079071,-83.6648254395
9.8737802505,-83.6648254395
9.8737773895,-83.6648254395
9.8761138916,-83.6626815796
9.8737640381,-83.6648635864
9.873793602,-83.6648101807
9.8737878799,-83.6648101807
9.8738079071,-83.6648101807
9.8738107681,-83.6647949219
9.8749217987,-83.6636886597
9.8738260269,-83.6647796631
9.873796463,-83.6648254395
9.8738269806,-83.6647796631
9.8766479492,-83.6621246338
9.8737840652,-83.6648101807
9.8748378754,-83.6638031006
9.8737649918,-83.6648635864
9.8745288849,-83.6646347046
9.8737840652,-83.6648406982
9.875793457,-83.6630554199
9.8766326904,-83.6621246338
9.8764219284,-83.6625137329
9.8738861084,-83.6649551392
9.8737764359,-83.6648406982
9.8738231659,-83.6647796631
9.8737840652,-83.6648101807
9.8738307953,-83.6647796631
9.8737659454,-83.6648406982
9.8737897873,-83.6648101807
9.8738126755,-83.6647949219
9.8737602234,-83.6648406982
9.8738126755,-83.6647949219
9.8738145828,-83.6647949219
9.8748311996,-83.6638031006
9.8737611771,-83.6648635864
9.8759651184,-83.6632995605
9.8738088608,-83.6647949219
9.8738260269,-83.6647949219
9.8758134842,-83.6630401611
9.874753952,-83.6641082764
9.8737831116,-83.6648406982
9.8738107681,-83.6647796631
9.8737649918,-83.6648406982
9.8738107681,-83.6647949219
9.8737850189,-83.6648101807
9.8737821579,-83.6648635864
9.8738193512,-83.6647949219
9.8738279343,-83.6647796631
9.8761806488,-83.6625823975
9.8738069534,-83.6647949219
9.8738203049,-83.6647949219
9.873790741,-83.6648406982
9.8737802505,-83.6648101807
9.8737754822,-83.6648254395
9.8737707138,-83.6648254395
9.8738117218,-83.6648101807
9.8737850189,-83.6648101807
9.8738136292,-83.6647949219
9.874833107,-83.6637878418
9.8766489029,-83.6621246338
9.8738241196,-83.6647796631
9.8738193512,-83.6648101807
9.8738069534,-83.6648101807
9.8753948212,-83.6632461548
9.8738126755,-83.6647949219
9.8737859726,-83.6648101807
9.8737773895,-83.6648254395
9.8737773895,-83.6648254395
9.8764448166,-83.6624984741
9.8760023117,-83.6633987427
9.8754081726,-83.6640625
9.8738651276,-83.6649398804
9.8737773895,-83.6648101807
9.8761358261,-83.6626815796
9.8737297058,-83.6648406982
9.8737678528,-83.6648406982
9.8738126755,-83.6647949219
9.8761491776,-83.6626968384
9.8738107681,-83.6647949219
9.8761730194,-83.6625976562
9.8737726212,-83.6648254395
9.8748521805,-83.6637878418
9.8737611771,-83.6648635864
9.875790596,-83.6630554199
9.8738584518,-83.6649398804
9.8738269806,-83.6647796631
9.8738307953,-83.6647796631
9.8737831116,-83.6648254395
9.8752889633,-83.6641082764
9.8761539459,-83.6638641357
9.8764457703,-83.6624984741
9.8737287521,-83.6648406982
9.874789238,-83.6644515991
9.8764190674,-83.6625137329
9.8737888336,-83.6648101807
9.873790741,-83.6648406982
9.8738231659,-83.6647796631
9.8748273849,-83.6637878418
9.8738069534,-83.6648101807
9.8737688065,-83.6648406982
9.8761329651,-83.6626968384
9.8737897873,-83.6648406982
9.8738307953,-83.6647796631
9.873790741,-83.6648406982
9.8761758804,-83.6625976562
9.8738164902,-83.6647949219
9.8766345978,-83.6621246338
9.8737792969,-83.6648254395
9.8758277893,-83.6630706787
9.8737449646,-83.6648406982
9.8761577606,-83.6638870239
9.8738079071,-83.6647949219
9.8766546249,-83.662109375
9.8738203049,-83.6647949219
9.8747968674,-83.6644515991
9.8737773895,-83.6648254395
9.8738107681,-83.6647949219
9.8757667542,-83.6630859375
9.8766441345,-83.6621398926
9.8750104904,-83.6636047363
9.8760528564,-83.6636886597
9.8737850189,-83.6648101807
9.8737831116,-83.6648406982
9.8738079071,-83.6647949219
9.8737812042,-83.6648635864
9.8737668991,-83.6648406982
9.8737831116,-83.6648101807
9.8738193512,-83.6647949219
9.8738260269,-83.6647949219
9.873831749,-83.6647796631
9.8737916946,-83.6648254395
9.8761386871,-83.6638641357
9.8738260269,-83.6647949219
9.8737831116,-83.6648101807
9.8738193512,-83.6647949219
9.8737840652,-83.6648406982
9.8738832474,-83.6649551392
9.8737802505,-83.6648101807
9.8737545013,-83.6648406982
9.8761758804,-83.6625976562
9.8737354279,-83.6648406982
9.8738059998,-83.6647796631
9.8761911392,-83.6625976562
9.8737640381,-83.6648635864
9.8737926483,-83.6648101807
9.8737726212,-83.6648406982
9.8737888336,-83.6648101807
9.8761463165,-83.6638641357
9.8759555817,-83.663230896
9.876326561,-83.6623840332
9.8737201691,-83.6648635864
9.8762569427,-83.6625671387
9.8761806488,-83.6625823975
9.8738136292,-83.6647949219
9.875793457,-83.6630554199
9.8738088608,-83.6647949219
9.8754405975,-83.6639785767
9.8737773895,-83.6648635864
9.8737754822,-83.6648406982
9.8753824234,-83.6640625
9.8738422394,-83.6649398804
9.8737926483,-83.6648101807
9.8757724762,-83.6630859375
9.8737878799,-83.6648254395
9.876074791,-83.6627578735
9.8738183975,-83.6647949219
9.8737726212,-83.6648254395
9.8738107681,-83.6647949219
9.8753900528,-83.6640625
9.8766479492,-83.6621246338
9.8761577606,-83.6638870239
9.8761234283,-83.6626663208
9.8738107681,-83.6647949219
9.8737945557,-83.6648101807
9.8737859726,-83.6648406982
9.8737726212,-83.6648254395
9.8737573624,-83.6648406982
9.8737850189,-83.6648101807
9.8738307953,-83.6647796631
9.8738260269,-83.6647949219
9.8764181137,-83.6625137329
9.8737668991,-83.6648635864
9.8747825623,-83.6640167236
9.8737812042,-83.6648101807
9.8737802505,-83.6648635864
9.8738269806,-83.6647949219
9.8738241196,-83.6647796631
9.8738107681,-83.6647949219
9.8753786087,-83.6640625
9.873872757,-83.6649703979
9.8738212585,-83.6647796631
9.8737945557,-83.6648101807
9.8738136292,-83.6647949219
9.8737621307,-83.6648406982
9.8737916946,-83.6648254395
9.8737611771,-83.6648406982
9.8737850189,-83.6648101807
9.8737831116,-83.6648101807
9.8737840652,-83.6648101807
9.8737888336,-83.6648254395
9.8753948212,-83.6639785767
9.8737125397,-83.6648406982
9.8737840652,-83.6648101807
9.8738269806,-83.6647949219
9.8737831116,-83.6648101807
9.87383461,-83.6647796631
9.8738193512,-83.6647949219
9.8737812042,-83.6648101807
9.8738594055,-83.6649398804
9.8753929138,-83.6639938354
9.8753662109,-83.6640777588
9.8738079071,-83.6647949219
9.8738737106,-83.6649703979
9.8750104904,-83.6636047363
9.8737850189,-83.6648101807
9.8737745285,-83.6648254395
9.8737840652,-83.6648101807
9.8748292923,-83.6637878418
9.8737382889,-83.6648406982
9.8738012314,-83.6648254395
9.8738079071,-83.6648101807
9.8737783432,-83.6648635864
9.8737945557,-83.6648101807
9.8737831116,-83.6648254395
9.8738651276,-83.6649398804
9.8737945557,-83.6648101807
9.8737688065,-83.6648406982
9.8737840652,-83.6648101807
9.8758277893,-83.6630554199
9.8738117218,-83.6647796631
9.8737831116,-83.6648101807
9.8738269806,-83.6647949219
9.873755455,-83.6648406982
9.8737840652,-83.6648101807
9.8737831116,-83.6648406982
9.873790741,-83.6648101807
9.8737640381,-83.6648635864
9.8761329651,-83.6626968384
9.873884201,-83.6649551392
9.87611866,-83.6627120972
